Date, Prices (EUR_MWh), Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Grid load forecast (BE) (MW)
2016-08-14 23:00,30.9,43700,45345,205,7790
2016-08-15 00:00,25.15,42148,41600,201,7453
2016-08-15 01:00,22.94,40222,37855,178,7041
2016-08-15 02:00,21.61,40145,37208,163,6843
2016-08-15 03:00,21.01,39023,34004,154,6776
2016-08-15 04:00,21.5,38482,32616,150,6786
2016-08-15 05:00,23.29,39419,32598,149,6860
2016-08-15 06:00,27.21,41082,33759,148,7058
2016-08-15 07:00,29.66,41787,33528,145,7487
2016-08-15 08:00,31.49,42417,35150,139,7972
2016-08-15 09:00,30.59,43607,37810,128,8244
2016-08-15 10:00,28.65,44117,40286,116,8469
2016-08-15 11:00,28.32,43263,41447,103,8556
2016-08-15 12:00,27.02,42785,43315,92,8418
2016-08-15 13:00,25,42917,45572,89,8200
2016-08-15 14:00,23.9,42099,42505,96,8069
2016-08-15 15:00,24.1,42239,41074,119,8022
2016-08-15 16:00,25.54,42312,40353,166,8071
2016-08-15 17:00,30.62,43986,39207,241,8217
2016-08-15 18:00,33.98,45066,40150,337,8252
2016-08-15 19:00,35.88,46454,41940,432,8095
2016-08-15 20:00,34.32,46277,42824,501,8139
2016-08-15 21:00,34.47,46136,42574,538,8176
2016-08-15 22:00,33.22,45997,43159,559,7830
2016-08-15 23:00,30.42,45761,46628,558,7460
2016-08-16 00:00,26.26,43083,43947,511,7144
2016-08-16 01:00,23.99,41030,38797,465,7355
2016-08-16 02:00,22.94,40603,38583,426,7172
2016-08-16 03:00,22.03,39480,35555,402,7087
2016-08-16 04:00,22.1,39046,34322,387,7011
2016-08-16 05:00,24.1,40321,34994,370,7792
2016-08-16 06:00,28.71,43545,37596,347,8566
2016-08-16 07:00,33.63,45093,39418,317,9612
2016-08-16 08:00,34.14,46495,42849,277,10259
2016-08-16 09:00,33.9,46808,46028,238,10456
2016-08-16 10:00,31.73,46363,48061,211,10573
2016-08-16 11:00,30.13,46750,49145,198,10596
2016-08-16 12:00,29.09,46596,50746,200,10443
2016-08-16 13:00,28.93,46559,51901,214,10248
2016-08-16 14:00,28.94,45828,49638,235,10190
2016-08-16 15:00,29.29,45758,48974,266,10056
2016-08-16 16:00,30.58,45777,47969,308,10006
2016-08-16 17:00,33.12,46740,46888,361,9993
2016-08-16 18:00,34.33,46652,47082,419,9826
2016-08-16 19:00,35.79,47553,48056,472,9587
2016-08-16 20:00,34.81,47764,46749,508,9191
2016-08-16 21:00,34.36,47273,45558,527,9486
2016-08-16 22:00,31.94,47112,45798,545,9258
2016-08-16 23:00,27.23,46322,49397,554,8561
2016-08-17 00:00,23.45,45040,45724,590,8139
2016-08-17 01:00,24.01,42387,40508,569,7864
2016-08-17 02:00,23.51,42128,40370,537,7676
2016-08-17 03:00,21.9,41137,37003,500,7665
2016-08-17 04:00,22.56,40804,35588,468,7772
2016-08-17 05:00,25.05,41097,36071,440,8421
2016-08-17 06:00,29.74,44127,37749,414,9171
2016-08-17 07:00,34.75,45249,39523,382,9916
2016-08-17 08:00,36.1,46206,42712,335,10323
2016-08-17 09:00,33.46,46612,45861,281,10505
2016-08-17 10:00,30.18,46521,47836,238,10662
2016-08-17 11:00,27.09,46672,48984,219,10707
2016-08-17 12:00,23.4,47079,50313,219,10556
2016-08-17 13:00,24.4,46992,51686,232,10427
2016-08-17 14:00,24.38,46696,49305,246,10315
2016-08-17 15:00,26.24,46801,48894,261,10232
2016-08-17 16:00,29.2,46539,47972,283,10114
2016-08-17 17:00,35.06,47191,46751,312,10082
2016-08-17 18:00,35.74,47852,46593,351,9840
2016-08-17 19:00,37.06,48341,47490,402,9567
2016-08-17 20:00,36.45,47975,45785,458,9173
2016-08-17 21:00,35.54,47811,44913,515,9494
2016-08-17 22:00,34.02,47757,44981,567,9294
2016-08-17 23:00,26.14,48298,48617,582,8540
2016-08-18 00:00,24.64,44592,45376,570,7994
2016-08-18 01:00,24.12,41846,39918,475,7621
2016-08-18 02:00,24.09,40626,40126,390,7475
2016-08-18 03:00,21.83,40617,36417,328,7528
2016-08-18 04:00,22.49,40584,35140,286,7654
2016-08-18 05:00,25.05,41459,35808,259,8304
2016-08-18 06:00,30.26,43197,37586,243,9093
2016-08-18 07:00,33.79,44761,39406,226,9793
2016-08-18 08:00,35.67,45604,42763,206,10238
2016-08-18 09:00,35.33,46072,45784,181,10456
2016-08-18 10:00,34.84,46283,47938,155,10670
2016-08-18 11:00,35.56,46540,49156,134,10746
2016-08-18 12:00,33.64,47062,50421,113,10616
2016-08-18 13:00,31.25,46313,51677,100,10526
2016-08-18 14:00,32.7,45748,49657,97,10399
2016-08-18 15:00,33.6,45744,48757,112,10344
2016-08-18 16:00,33.87,46399,47987,143,10273
2016-08-18 17:00,35.01,46470,46697,177,10162
2016-08-18 18:00,36.05,47990,46634,204,9926
2016-08-18 19:00,37.34,48632,47352,223,9640
2016-08-18 20:00,36.85,48319,46130,237,9143
2016-08-18 21:00,36.01,47869,44876,246,9424
2016-08-18 22:00,35.93,47141,44718,251,9322
2016-08-18 23:00,28.62,47880,48188,245,8622
2016-08-19 00:00,26.14,46071,45028,143,8161
2016-08-19 01:00,26.62,43260,39658,121,7868
2016-08-19 02:00,25,41542,39506,98,7765
2016-08-19 03:00,23.91,40383,36229,74,7794
2016-08-19 04:00,24.96,39737,34878,58,7882
2016-08-19 05:00,26.08,41551,35209,50,8505
2016-08-19 06:00,32.25,44582,37176,48,9203
2016-08-19 07:00,36.25,44595,38870,49,9902
2016-08-19 08:00,37.27,45508,41942,46,10296
2016-08-19 09:00,39.98,46308,45197,40,10563
2016-08-19 10:00,37.74,46659,47400,39,10726
2016-08-19 11:00,37.27,46304,48720,45,10699
2016-08-19 12:00,35.3,46433,50081,60,10552
2016-08-19 13:00,33.83,45988,51300,84,10385
2016-08-19 14:00,32.56,44995,49049,109,10220
2016-08-19 15:00,30.83,44802,48527,137,10102
2016-08-19 16:00,31.76,44424,47471,167,10008
2016-08-19 17:00,34.09,45118,46279,185,9875
2016-08-19 18:00,36.09,46171,45934,203,9645
2016-08-19 19:00,36.46,47157,46551,238,9339
2016-08-19 20:00,34.99,45967,45012,279,8861
2016-08-19 21:00,34.57,45260,43650,330,9293
2016-08-19 22:00,31.71,45455,44080,413,9226
2016-08-19 23:00,25.45,47033,47817,503,8593
2016-08-20 00:00,26.54,44752,45094,590,8117
2016-08-20 01:00,25.04,40514,39534,614,7840
2016-08-20 02:00,23.31,38994,38756,625,7598
2016-08-20 03:00,22.81,38043,35414,626,7428
2016-08-20 04:00,22.32,37466,33788,628,7291
2016-08-20 05:00,22.02,37602,33342,640,7417
2016-08-20 06:00,22.44,38137,34071,657,7800
2016-08-20 07:00,23.08,39609,33947,679,8388
2016-08-20 08:00,26.94,41245,35897,704,8982
2016-08-20 09:00,29.03,42401,39170,734,9278
2016-08-20 10:00,25.79,42621,42012,782,9421
2016-08-20 11:00,24.22,42023,43368,848,9376
2016-08-20 12:00,23.12,42033,45142,933,9230
2016-08-20 13:00,22.09,40601,46461,1031,9052
2016-08-20 14:00,21.71,39535,43713,1120,8846
2016-08-20 15:00,22,39871,42735,1179,8747
2016-08-20 16:00,20.95,40396,41562,1194,8755
2016-08-20 17:00,22.73,42206,39908,1161,8827
2016-08-20 18:00,26.99,43274,40750,1103,8760
2016-08-20 19:00,29.34,43746,41426,1053,8552
2016-08-20 20:00,30,43602,40739,1031,8244
2016-08-20 21:00,30.38,43815,40005,1043,8600
2016-08-20 22:00,29.11,43895,40253,1081,8570
2016-08-20 23:00,25.15,43041,44196,1129,8161
2016-08-21 00:00,18.51,40551,42122,1188,7783
2016-08-21 01:00,15.01,38692,37478,1247,7404
2016-08-21 02:00,12.13,38238,36835,1306,7175
2016-08-21 03:00,9.72,35826,33427,1359,7092
2016-08-21 04:00,9.83,35025,31443,1403,7086
2016-08-21 05:00,9.74,34725,30806,1430,7104
2016-08-21 06:00,9.62,34535,31044,1438,7383
2016-08-21 07:00,9.13,34068,29749,1435,7794
2016-08-21 08:00,11.34,35337,31444,1427,8339
2016-08-21 09:00,11.55,36055,34513,1414,8682
2016-08-21 10:00,11.59,36039,37335,1387,8813
2016-08-21 11:00,14.05,37146,39031,1331,9014
2016-08-21 12:00,14.09,37146,41051,1244,8832
2016-08-21 13:00,12.42,35223,42482,1144,8508
2016-08-21 14:00,11.05,34675,38916,1062,8343
2016-08-21 15:00,10.92,34376,37490,1016,8215
2016-08-21 16:00,7.39,33176,36390,993,8349
2016-08-21 17:00,10.86,35465,35240,968,8501
2016-08-21 18:00,22.04,39836,36041,938,8664
2016-08-21 19:00,28.13,42715,37820,917,8622
2016-08-21 20:00,30.74,43039,39118,904,8424
2016-08-21 21:00,31.9,43512,39082,900,8856
2016-08-21 22:00,30.59,43839,39398,906,8781
2016-08-21 23:00,29.76,44177,43663,896,8051
2016-08-22 00:00,20.68,40794,40875,699,7678
2016-08-22 01:00,19.04,39086,35990,693,7362
2016-08-22 02:00,18.78,37848,35582,719,7263
2016-08-22 03:00,17.5,37890,32797,763,7337
2016-08-22 04:00,18.07,37831,31647,805,7555
2016-08-22 05:00,20.81,38344,32190,831,8298
2016-08-22 06:00,26.82,41800,34908,840,9162
2016-08-22 07:00,31.42,45043,37532,844,9987
2016-08-22 08:00,34.41,46458,41168,857,10515
2016-08-22 09:00,34.99,46636,45120,882,10708
2016-08-22 10:00,30.9,46930,47807,905,10891
2016-08-22 11:00,32.28,47749,48522,901,10940
2016-08-22 12:00,28.51,47719,49992,869,10794
2016-08-22 13:00,22,47035,51011,827,10621
2016-08-22 14:00,23.79,47097,49508,786,10583
2016-08-22 15:00,25.61,47261,48209,751,10516
2016-08-22 16:00,28.14,47574,47097,717,10448
2016-08-22 17:00,32.9,47713,45368,673,10486
2016-08-22 18:00,36.59,47904,45281,618,10205
2016-08-22 19:00,37.71,48873,46815,559,9807
2016-08-22 20:00,37.68,48765,46159,495,9412
2016-08-22 21:00,35.11,48625,45205,427,9663
2016-08-22 22:00,30.73,48350,43730,361,9434
2016-08-22 23:00,28.3,48658,47054,296,8627
2016-08-23 00:00,23.63,45251,43981,288,8170
2016-08-23 01:00,22.35,42548,39338,218,7866
2016-08-23 02:00,21.62,41342,39251,162,7726
2016-08-23 03:00,20.29,41123,36072,119,7751
2016-08-23 04:00,22.01,40866,34975,88,7922
2016-08-23 05:00,23.52,41836,35405,70,8711
2016-08-23 06:00,30.56,44954,38030,61,9503
2016-08-23 07:00,35.24,46908,40404,54,10192
2016-08-23 08:00,37.31,47843,43926,42,10614
2016-08-23 09:00,37.95,47991,47476,27,10833
2016-08-23 10:00,36.37,48213,49725,19,11014
2016-08-23 11:00,36.6,48446,51074,16,10986
2016-08-23 12:00,34.66,48528,52674,17,10824
2016-08-23 13:00,34.03,48502,53337,18,10680
2016-08-23 14:00,33.85,47670,51574,21,10650
2016-08-23 15:00,32.91,47661,51155,24,10541
2016-08-23 16:00,34.63,47976,50110,32,10466
2016-08-23 17:00,38,47524,48850,52,10433
2016-08-23 18:00,40.2,48850,48401,92,10146
2016-08-23 19:00,41.6,49672,49856,157,9789
2016-08-23 20:00,42,49852,48321,248,9402
2016-08-23 21:00,38.92,49323,47789,368,9678
2016-08-23 22:00,36.9,48326,46628,495,9512
2016-08-23 23:00,32.64,47918,50114,576,8890
2016-08-24 00:00,29.1,45965,46515,673,8439
2016-08-24 01:00,23.9,43210,41861,701,8140
2016-08-24 02:00,22.82,42467,41533,696,7954
2016-08-24 03:00,22.24,40761,38417,671,7900
2016-08-24 04:00,22.25,41280,37221,641,8059
2016-08-24 05:00,24.23,41900,37458,614,8804
2016-08-24 06:00,30.85,44874,39974,579,9538
2016-08-24 07:00,34.9,47019,42810,525,10342
2016-08-24 08:00,36.02,48056,45951,440,10773
2016-08-24 09:00,36.78,49151,49355,339,10926
2016-08-24 10:00,36.6,49250,51629,251,11091
2016-08-24 11:00,37,49485,52862,189,11092
2016-08-24 12:00,32.7,49639,54629,145,10906
2016-08-24 13:00,29.87,49498,55673,113,10820
2016-08-24 14:00,29.37,49128,53467,90,10735
2016-08-24 15:00,35.3,48782,53219,77,10645
2016-08-24 16:00,38.56,48812,52117,69,10521
2016-08-24 17:00,39.41,49389,50774,68,10500
2016-08-24 18:00,41.63,49702,50517,80,10196
2016-08-24 19:00,42,50024,51395,104,9842
2016-08-24 20:00,43.01,49946,49459,143,9453
2016-08-24 21:00,41.35,49758,49470,199,9785
2016-08-24 22:00,39.01,49345,48206,257,9708
2016-08-24 23:00,35.11,48825,51414,290,8996
2016-08-25 00:00,30.33,46821,48016,290,8490
2016-08-25 01:00,27.5,44150,42931,296,8100
2016-08-25 02:00,23.25,42964,42907,285,7940
2016-08-25 03:00,21.16,40988,39344,260,7964
2016-08-25 04:00,21.45,41763,38288,240,8105
2016-08-25 05:00,23.3,42294,39042,232,8777
2016-08-25 06:00,30.33,45224,41200,230,9604
2016-08-25 07:00,34.2,46956,44397,219,10353
2016-08-25 08:00,35.77,48622,47687,188,10760
2016-08-25 09:00,41.28,49306,51000,144,10966
2016-08-25 10:00,44.46,49916,53431,109,11163
2016-08-25 11:00,45.65,50766,55241,86,11180
2016-08-25 12:00,45.41,50747,56739,71,11062
2016-08-25 13:00,45.22,50423,57777,70,11050
2016-08-25 14:00,44.17,50262,55566,75,10956
2016-08-25 15:00,41.21,50197,55294,79,10948
2016-08-25 16:00,43.14,49956,54314,85,10885
2016-08-25 17:00,44.73,50322,53269,92,10787
2016-08-25 18:00,44.01,50868,52835,103,10458
2016-08-25 19:00,41.01,50323,53629,119,10071
2016-08-25 20:00,41.5,50475,51610,136,9628
2016-08-25 21:00,42.68,50661,51390,160,9876
2016-08-25 22:00,38.19,50712,50184,195,9819
2016-08-25 23:00,35.96,49992,53412,226,9131
2016-08-26 00:00,35.4,47700,49473,213,8668
2016-08-26 01:00,29.58,45086,43648,212,8332
2016-08-26 02:00,26.88,44018,43735,208,8167
2016-08-26 03:00,22.45,42302,40119,205,8144
2016-08-26 04:00,21.25,41354,39060,209,8253
2016-08-26 05:00,23.24,43264,39360,202,8856
2016-08-26 06:00,29.63,45179,41983,184,9578
2016-08-26 07:00,34.86,47507,44721,165,10297
2016-08-26 08:00,39.27,49511,47983,138,10559
2016-08-26 09:00,45.28,50723,51627,113,10642
2016-08-26 10:00,46.2,51346,53890,106,10814
2016-08-26 11:00,43.86,51499,55502,103,11040
2016-08-26 12:00,41,51172,56840,89,10894
2016-08-26 13:00,43.14,50744,57702,72,10761
2016-08-26 14:00,39.02,49773,55165,64,10612
2016-08-26 15:00,40.43,49528,54606,62,10508
2016-08-26 16:00,37.47,49212,53237,65,10424
2016-08-26 17:00,39.02,49270,52064,73,10249
2016-08-26 18:00,42.01,50394,51970,94,9933
2016-08-26 19:00,44.01,50525,52457,130,9513
2016-08-26 20:00,43.89,49974,49984,167,9125
2016-08-26 21:00,41.49,49700,50120,189,9476
2016-08-26 22:00,41.07,48452,48705,204,9449
2016-08-26 23:00,39.15,47384,52366,216,8802
2016-08-27 00:00,25.18,45412,48842,297,8395
2016-08-27 01:00,23.85,42112,42440,316,8040
2016-08-27 02:00,23,40088,42301,337,7856
2016-08-27 03:00,23.07,37734,38321,362,7662
2016-08-27 04:00,23.28,36774,36912,390,7607
2016-08-27 05:00,23.18,36609,36262,420,7746
2016-08-27 06:00,25.28,36974,37182,444,7911
2016-08-27 07:00,26.84,38614,37225,454,8445
2016-08-27 08:00,29.5,40329,39031,433,9072
2016-08-27 09:00,30.56,41232,42613,390,9420
2016-08-27 10:00,32.31,41689,45534,350,9552
2016-08-27 11:00,34.41,42461,47282,323,9549
2016-08-27 12:00,34.89,42652,49069,313,9367
2016-08-27 13:00,32.64,42432,50881,319,9131
2016-08-27 14:00,30.49,41273,47884,334,9013
2016-08-27 15:00,31.61,40717,47317,354,8898
2016-08-27 16:00,23.9,40310,45874,369,8933
2016-08-27 17:00,28.41,41178,44955,366,9014
2016-08-27 18:00,34.94,42636,45807,362,8952
2016-08-27 19:00,35.36,43421,46520,377,8726
2016-08-27 20:00,34.95,43650,45083,394,8658
2016-08-27 21:00,33.61,43959,46047,407,8807
2016-08-27 22:00,29.1,44204,45119,417,8605
2016-08-27 23:00,23.79,45006,49199,406,8270
2016-08-28 00:00,23.14,44304,46439,488,7927
2016-08-28 01:00,20.98,42050,40970,414,7580
2016-08-28 02:00,21.01,41624,40599,339,7397
2016-08-28 03:00,21.29,38135,36513,291,7309
2016-08-28 04:00,20.51,37186,35173,275,7230
2016-08-28 05:00,19.83,36904,34289,294,7358
2016-08-28 06:00,20.48,36874,34587,342,7455
2016-08-28 07:00,20.18,37512,33742,398,7773
2016-08-28 08:00,22.07,37912,34806,420,8311
2016-08-28 09:00,23.19,38772,37929,419,8697
2016-08-28 10:00,22.38,39649,40886,445,8906
2016-08-28 11:00,21.67,40565,43258,498,9073
2016-08-28 12:00,24.91,41889,45492,568,8911
2016-08-28 13:00,21.72,41142,47531,668,8645
2016-08-28 14:00,21.5,39111,43697,797,8517
2016-08-28 15:00,20.32,38755,42918,922,8363
2016-08-28 16:00,18.15,38218,41756,999,8501
2016-08-28 17:00,22.26,38897,40739,1007,8646
2016-08-28 18:00,29.01,41827,41746,962,8730
2016-08-28 19:00,32.95,42764,42779,885,8722
2016-08-28 20:00,33.92,43179,43086,784,8733
2016-08-28 21:00,33.25,43927,45019,680,8899
2016-08-28 22:00,29.97,44324,44708,596,8676
2016-08-28 23:00,23.3,45417,48286,525,8130
2016-08-29 00:00,22.16,42025,45333,426,7751
2016-08-29 01:00,21.49,40029,39876,380,7539
2016-08-29 02:00,21.38,38871,39692,337,7419
2016-08-29 03:00,22.4,37514,36058,305,7578
2016-08-29 04:00,22.61,37413,35040,297,7795
2016-08-29 05:00,29.65,39032,35983,293,8485
2016-08-29 06:00,36.45,42963,38708,278,9403
2016-08-29 07:00,40.26,44176,42187,254,10223
2016-08-29 08:00,42.07,45105,45767,226,10774
2016-08-29 09:00,44.23,46361,49407,195,11026
2016-08-29 10:00,48.4,46945,51608,170,11163
2016-08-29 11:00,47.92,47212,53154,152,11227
2016-08-29 12:00,44.94,47085,54622,141,10942
2016-08-29 13:00,44.48,47774,55868,141,10804
2016-08-29 14:00,43.64,47275,54149,149,10867
2016-08-29 15:00,43.05,46995,53533,160,10721
2016-08-29 16:00,42.8,47038,52276,171,10645
2016-08-29 17:00,43.38,47379,50727,165,10597
2016-08-29 18:00,44.45,47434,50366,144,10375
2016-08-29 19:00,47.32,48622,51105,120,9992
2016-08-29 20:00,47.01,48362,49394,103,9886
2016-08-29 21:00,44.9,48629,49350,89,9898
2016-08-29 22:00,42.33,48129,47615,77,9642
2016-08-29 23:00,38.32,47482,50705,65,8837
2016-08-30 00:00,26.12,46361,47719,59,8358
2016-08-30 01:00,22,43716,42388,52,8114
2016-08-30 02:00,22.55,42074,42214,47,8000
2016-08-30 03:00,23.17,39537,38641,43,7909
2016-08-30 04:00,22.74,40759,37383,41,8129
2016-08-30 05:00,23.73,42537,37515,38,8766
2016-08-30 06:00,32.09,45314,40146,37,9511
2016-08-30 07:00,40.59,46196,43566,34,10264
2016-08-30 08:00,43.82,47749,46791,32,10634
2016-08-30 09:00,46.96,48666,50070,29,10940
2016-08-30 10:00,45.81,49866,52052,27,11122
2016-08-30 11:00,47.47,50291,53590,24,11066
2016-08-30 12:00,22,50263,55028,21,10957
2016-08-30 13:00,21.35,50023,55705,18,10890
2016-08-30 14:00,21.64,49663,54257,16,10762
2016-08-30 15:00,27.5,48684,53256,19,10650
2016-08-30 16:00,33.33,48398,52369,23,10553
2016-08-30 17:00,44.09,48902,50601,30,10488
2016-08-30 18:00,46.26,49486,50301,44,10225
2016-08-30 19:00,47.21,49874,51372,64,9883
2016-08-30 20:00,46.12,49315,49566,91,9762
2016-08-30 21:00,45.98,49409,49256,127,9780
2016-08-30 22:00,41.78,47912,47522,166,9537
2016-08-30 23:00,37.15,47913,50595,189,8798
2016-08-31 00:00,23.77,46695,47429,213,8383
2016-08-31 01:00,23.14,43833,42259,199,8082
2016-08-31 02:00,22.56,43368,41361,185,7908
2016-08-31 03:00,22.77,42135,38752,172,7863
2016-08-31 04:00,22.79,41714,37282,158,8043
2016-08-31 05:00,24.08,42488,37799,143,8749
2016-08-31 06:00,27.69,45101,40346,129,9415
2016-08-31 07:00,40.75,46464,44136,109,10211
2016-08-31 08:00,44,48174,47294,79,10661
2016-08-31 09:00,46.69,49273,50321,54,10923
2016-08-31 10:00,44,49691,52660,46,11120
2016-08-31 11:00,43.61,49523,53731,46,11146
2016-08-31 12:00,27.87,49079,55251,47,11014
2016-08-31 13:00,23,49178,55903,57,10941
2016-08-31 14:00,20.96,48474,54602,78,10844
2016-08-31 15:00,21.68,47861,53637,112,10745
2016-08-31 16:00,36.68,47455,52188,155,10593
2016-08-31 17:00,38.66,48079,50862,206,10509
2016-08-31 18:00,43.88,48993,50441,272,10172
2016-08-31 19:00,45.25,49371,51870,346,9840
2016-08-31 20:00,45.12,48961,50205,386,9704
2016-08-31 21:00,44.96,49125,50578,381,9753
2016-08-31 22:00,43,48221,47560,356,9568
2016-08-31 23:00,36.72,47371,50619,321,8765
2016-09-01 00:00,28,45707,47540,272,8338
2016-09-01 01:00,23.46,42890,42383,236,8043
2016-09-01 02:00,25.59,42528,42062,211,7907
2016-09-01 03:00,22.98,40738,39242,181,7913
2016-09-01 04:00,23.59,40616,38071,148,8068
2016-09-01 05:00,28.12,41378,38585,119,8745
2016-09-01 06:00,34.08,43228,41370,100,9494
2016-09-01 07:00,44.36,46248,45716,89,10267
2016-09-01 08:00,44.89,48311,48786,77,10731
2016-09-01 09:00,46.65,49712,51645,62,10991
2016-09-01 10:00,46.64,50504,53435,52,11217
2016-09-01 11:00,45.63,50062,54375,53,11224
2016-09-01 12:00,45.09,49942,55800,63,11114
2016-09-01 13:00,39.7,49585,56328,77,11072
2016-09-01 14:00,40.66,49354,54960,86,10964
2016-09-01 15:00,40.94,48328,54082,86,10894
2016-09-01 16:00,41.03,48273,53100,80,10787
2016-09-01 17:00,43.88,48133,51740,75,10696
2016-09-01 18:00,44.67,49230,51446,74,10322
2016-09-01 19:00,44.98,50234,52337,77,10043
2016-09-01 20:00,46.01,50070,50909,79,9925
2016-09-01 21:00,46.16,50228,50951,89,9959
2016-09-01 22:00,41.59,48935,48203,114,9715
2016-09-01 23:00,36.55,47801,51731,132,8993
2016-09-02 00:00,28.09,45796,48133,158,8513
2016-09-02 01:00,26.4,42771,43073,168,8190
2016-09-02 02:00,24.51,41785,42668,169,8016
2016-09-02 03:00,22.16,41056,39902,166,7981
2016-09-02 04:00,22.29,40764,38552,168,8151
2016-09-02 05:00,23.53,41250,39150,180,8827
2016-09-02 06:00,27.39,44109,41889,203,9524
2016-09-02 07:00,39.59,46826,46427,228,10221
2016-09-02 08:00,40.5,48449,49506,240,10645
2016-09-02 09:00,42.53,49607,52275,242,10909
2016-09-02 10:00,46.35,50426,53856,245,11083
2016-09-02 11:00,42.75,50787,54758,260,11037
2016-09-02 12:00,38.56,50372,55919,287,10946
2016-09-02 13:00,27.86,49996,56915,321,10794
2016-09-02 14:00,25,49081,55155,356,10594
2016-09-02 15:00,21.53,48461,54159,384,10441
2016-09-02 16:00,24.7,47792,52726,399,10300
2016-09-02 17:00,34.26,48073,51250,391,10170
2016-09-02 18:00,37.54,49865,51004,372,9830
2016-09-02 19:00,37.57,50458,51315,362,9447
2016-09-02 20:00,38.84,49599,49609,364,9404
2016-09-02 21:00,39.04,49806,50346,367,9429
2016-09-02 22:00,35.69,48234,47914,373,9305
2016-09-02 23:00,21.73,47542,51784,373,8518
2016-09-03 00:00,25.37,45467,47957,390,8095
2016-09-03 01:00,24.86,42521,42295,365,7749
2016-09-03 02:00,24.34,41373,41479,329,7577
2016-09-03 03:00,24.31,40032,38456,282,7417
2016-09-03 04:00,23.91,39212,36601,242,7345
2016-09-03 05:00,24.81,39088,36180,215,7551
2016-09-03 06:00,25.05,39512,37215,195,7667
2016-09-03 07:00,29.22,40877,38051,175,8243
2016-09-03 08:00,30.71,42696,39402,154,8861
2016-09-03 09:00,31.28,43645,42903,135,9198
2016-09-03 10:00,27,43831,45900,125,9344
2016-09-03 11:00,26.09,44481,46647,127,9387
2016-09-03 12:00,23.97,45005,48759,144,9138
2016-09-03 13:00,23.13,44336,50404,181,8940
2016-09-03 14:00,22.65,44072,47107,231,8804
2016-09-03 15:00,23.66,43610,46154,287,8750
2016-09-03 16:00,26.74,43551,44777,345,8778
2016-09-03 17:00,30.4,43453,43747,399,8834
2016-09-03 18:00,34.2,45142,44450,451,8758
2016-09-03 19:00,37.51,46089,45394,513,8624
2016-09-03 20:00,38.56,46107,44880,583,8664
2016-09-03 21:00,37.6,46332,45800,659,8666
2016-09-03 22:00,32.91,45731,43801,743,8371
2016-09-03 23:00,28.63,46238,47811,824,7992
2016-09-04 00:00,25,44949,45269,882,7672
2016-09-04 01:00,24.93,41423,40037,931,7376
2016-09-04 02:00,23.09,40298,39267,974,7200
2016-09-04 03:00,22.04,39188,36236,1016,7180
2016-09-04 04:00,20.81,38403,34558,1069,7121
2016-09-04 05:00,20.09,38061,33833,1132,7270
2016-09-04 06:00,20.03,38011,34398,1189,7337
2016-09-04 07:00,22.02,38348,34122,1239,7668
2016-09-04 08:00,22.38,38545,35091,1282,8193
2016-09-04 09:00,23.5,38765,37883,1316,8529
2016-09-04 10:00,23.58,39777,40774,1338,8665
2016-09-04 11:00,24.99,40641,42447,1340,8852
2016-09-04 12:00,23.66,40954,45016,1321,8613
2016-09-04 13:00,23.49,40524,46995,1300,8433
2016-09-04 14:00,20.79,38943,43044,1293,8251
2016-09-04 15:00,20.52,38864,41613,1288,8143
2016-09-04 16:00,21.26,38592,40479,1257,8276
2016-09-04 17:00,22.94,39241,39529,1179,8465
2016-09-04 18:00,26.94,41812,40887,1056,8574
2016-09-04 19:00,30.31,43199,42567,926,8709
2016-09-04 20:00,33.83,43736,43053,820,8832
2016-09-04 21:00,31.79,44171,45364,754,8868
2016-09-04 22:00,28.14,43816,43163,728,8557
2016-09-04 23:00,16.72,44521,46889,723,7930
2016-09-05 00:00,23.18,42499,43857,545,7544
2016-09-05 01:00,22.3,40619,38740,495,7304
2016-09-05 02:00,22.3,40597,38397,455,7289
2016-09-05 03:00,21.73,39416,35812,419,7347
2016-09-05 04:00,22.96,38767,34597,384,7689
2016-09-05 05:00,24.3,39678,35732,349,8460
2016-09-05 06:00,33.6,43836,39442,308,9312
2016-09-05 07:00,43.41,46967,45043,261,10091
2016-09-05 08:00,51.56,47737,48565,212,10665
2016-09-05 09:00,51.03,49595,50311,168,10956
2016-09-05 10:00,50.86,49985,52178,141,11101
2016-09-05 11:00,50.85,50195,52982,121,11166
2016-09-05 12:00,50,50116,54497,105,10952
2016-09-05 13:00,48.81,49503,55499,91,10808
2016-09-05 14:00,47.5,49026,53574,81,10724
2016-09-05 15:00,45.5,47725,52785,71,10608
2016-09-05 16:00,48.22,47510,51607,59,10474
2016-09-05 17:00,46.8,48054,50253,49,10468
2016-09-05 18:00,48.5,49434,50404,42,10194
2016-09-05 19:00,53.71,50552,51871,42,9885
2016-09-05 20:00,50.12,50579,50126,46,9906
2016-09-05 21:00,48.84,50908,50782,55,9709
2016-09-05 22:00,44.12,49096,47349,67,9443
2016-09-05 23:00,28.07,46582,50358,80,8844
2016-09-06 00:00,27.61,46284,47064,120,8417
2016-09-06 01:00,25.04,43560,41583,122,8188
2016-09-06 02:00,24.84,42762,41468,120,8018
2016-09-06 03:00,23.64,41450,38730,119,7945
2016-09-06 04:00,23.8,41153,37399,119,8188
2016-09-06 05:00,26.31,42536,37882,123,8815
