Date, Price, Grid load forecast, Wind power forecast
2013-11-30 02:00,33.27,41133,1434
2013-11-30 03:00,33.23,41062,1340
2013-11-30 04:00,33.34,41472,1232
2013-11-30 05:00,33.53,42356,1094
2013-11-30 06:00,33.74,43659,940
2013-11-30 07:00,34.46,45498,848
2013-11-30 08:00,34.97,47217,829
2013-11-30 09:00,35.85,48752,832
2013-11-30 10:00,36.94,49733,846
2013-11-30 11:00,36.82,49816,888
2013-11-30 12:00,36.51,49355,963
2013-11-30 13:00,36.91,48997,1023
2013-11-30 14:00,37.23,49353,1051
2013-11-30 15:00,38.87,50582,1032
2013-11-30 16:00,40.34,52303,1017
2013-11-30 17:00,40.88,53156,1061
2013-11-30 18:00,39.52,52482,1129
2013-11-30 19:00,37.85,51106,1186
2013-11-30 20:00,36.27,49287,1257
2013-11-30 21:00,34.87,48366,1345
2013-11-30 22:00,34.31,46927,1456
2013-11-30 23:00,33.51,44957,1683
2013-12-01 00:00,33.09,43513,2726
2013-12-01 01:00,32.62,42341,3009
2013-12-01 02:00,32.15,41619,3228
2013-12-01 03:00,32.13,41476,3428
2013-12-01 04:00,31.9,41437,3602
2013-12-01 05:00,32,41714,3723
2013-12-01 06:00,32.24,42410,3795
2013-12-01 07:00,32.63,43551,3830
2013-12-01 08:00,32.85,44749,3828
2013-12-01 09:00,33.26,46357,3809
2013-12-01 10:00,33.43,47583,3788
2013-12-01 11:00,33.54,47955,3753
2013-12-01 12:00,33.58,47625,3680
2013-12-01 13:00,33.6,47350,3574
2013-12-01 14:00,33.71,47665,3449
2013-12-01 15:00,34.07,49357,3288
2013-12-01 16:00,34.73,51060,3105
2013-12-01 17:00,35.63,51768,2909
2013-12-01 18:00,36.17,51539,2649
2013-12-01 19:00,35.59,50704,2308
2013-12-01 20:00,35.32,49541,1942
2013-12-01 21:00,35.19,48630,1604
2013-12-01 22:00,34.99,46903,1332
2013-12-01 23:00,33.76,44875,1111
2013-12-02 00:00,33.64,43122,914
2013-12-02 01:00,33.43,42273,732
2013-12-02 02:00,33.44,42132,548
2013-12-02 03:00,33.6,42520,382
2013-12-02 04:00,34.15,43636,247
2013-12-02 05:00,36.27,46483,166
2013-12-02 06:00,43.44,51708,137
2013-12-02 07:00,50.11,56463,138
2013-12-02 08:00,59.96,57212,156
2013-12-02 09:00,50,56686,189
2013-12-02 10:00,46.85,56767,232
2013-12-02 11:00,46.08,56373,289
2013-12-02 12:00,45.79,55716,352
2013-12-02 13:00,46.1,55605,419
2013-12-02 14:00,45.06,56072,483
2013-12-02 15:00,46.98,57012,549
2013-12-02 16:00,48.2,57995,614
2013-12-02 17:00,46.96,57851,672
2013-12-02 18:00,43.7,56914,712
2013-12-02 19:00,40.3,55616,741
2013-12-02 20:00,38.67,53551,811
2013-12-02 21:00,36.85,51810,919
2013-12-02 22:00,35.6,48978,1072
2013-12-02 23:00,33.62,45919,1232
2013-12-03 00:00,33.08,43516,1389
2013-12-03 01:00,32.27,42543,1506
2013-12-03 02:00,31.32,42176,1646
2013-12-03 03:00,31.46,42190,1744
2013-12-03 04:00,32.88,43078,1768
2013-12-03 05:00,33.87,45819,1755
2013-12-03 06:00,36.5,50701,1740
2013-12-03 07:00,38.89,54859,1745
2013-12-03 08:00,39.15,55505,1772
2013-12-03 09:00,37.91,55218,1807
2013-12-03 10:00,37.49,54828,1844
2013-12-03 11:00,37.28,54333,1866
2013-12-03 12:00,37.25,54000,1864
2013-12-03 13:00,37.64,53512,1842
2013-12-03 14:00,37.9,53716,1810
2013-12-03 15:00,38.7,54963,1764
2013-12-03 16:00,39.72,55787,1717
2013-12-03 17:00,40.87,55709,1710
2013-12-03 18:00,38.8,54905,1718
2013-12-03 19:00,37.34,53603,1701
2013-12-03 20:00,36.64,51718,1672
2013-12-03 21:00,36.08,50222,1673
2013-12-03 22:00,34.81,47659,1707
2013-12-03 23:00,33.41,44715,1768
2013-12-04 00:00,32.94,42146,2249
2013-12-04 01:00,31.6,41212,2356
2013-12-04 02:00,31.15,40896,2444
2013-12-04 03:00,31.06,41000,2470
2013-12-04 04:00,32.05,42039,2447
2013-12-04 05:00,33.88,44711,2474
2013-12-04 06:00,35.61,49251,2482
2013-12-04 07:00,37.32,53484,2471
2013-12-04 08:00,37.87,54317,2481
2013-12-04 09:00,37.43,54011,2481
2013-12-04 10:00,37.25,54037,2483
2013-12-04 11:00,37.04,53915,2531
2013-12-04 12:00,36.96,53499,2613
2013-12-04 13:00,36.99,53463,2703
2013-12-04 14:00,37.13,53814,2729
2013-12-04 15:00,37.28,54965,2753
2013-12-04 16:00,37.71,56054,2829
2013-12-04 17:00,38.14,56300,2961
2013-12-04 18:00,37.3,55456,3125
2013-12-04 19:00,36.46,54340,3261
2013-12-04 20:00,35.51,52602,3360
2013-12-04 21:00,34.57,50896,3487
2013-12-04 22:00,33.55,48319,3597
2013-12-04 23:00,32.26,45458,3705
2013-12-05 00:00,30.74,43179,3562
2013-12-05 01:00,30.16,42338,3591
2013-12-05 02:00,30.04,41941,3573
2013-12-05 03:00,30.33,42108,3558
2013-12-05 04:00,30.8,42991,3556
2013-12-05 05:00,32.57,45849,3603
2013-12-05 06:00,34.56,50578,3696
2013-12-05 07:00,36.73,54949,3735
2013-12-05 08:00,37.07,55652,3719
2013-12-05 09:00,36.25,55473,3613
2013-12-05 10:00,35.49,55829,3405
2013-12-05 11:00,35.15,55596,3104
2013-12-05 12:00,34.71,55487,2739
2013-12-05 13:00,35.25,55386,2458
2013-12-05 14:00,35.39,55735,2464
2013-12-05 15:00,36.88,56681,2608
2013-12-05 16:00,38.3,57521,2491
2013-12-05 17:00,38.55,57825,1998
2013-12-05 18:00,37.62,56846,1633
2013-12-05 19:00,37.03,55727,1469
2013-12-05 20:00,35.91,54037,1518
2013-12-05 21:00,33.92,52522,1753
2013-12-05 22:00,33.26,50128,2041
2013-12-05 23:00,32.1,47460,2289
2013-12-06 00:00,31.66,45351,2115
2013-12-06 01:00,31.18,44496,2271
2013-12-06 02:00,31.03,44167,2418
2013-12-06 03:00,31.03,44434,2601
2013-12-06 04:00,31.24,45077,2703
2013-12-06 05:00,32.53,47285,2783
2013-12-06 06:00,34.13,51556,2855
2013-12-06 07:00,36.09,55941,2958
2013-12-06 08:00,36.73,57018,3064
2013-12-06 09:00,36.06,57230,3128
2013-12-06 10:00,35.47,57446,3196
2013-12-06 11:00,35.12,57169,3272
2013-12-06 12:00,34.7,56546,3301
2013-12-06 13:00,34.61,55947,3334
2013-12-06 14:00,34.77,55915,3380
2013-12-06 15:00,35.91,56597,3433
2013-12-06 16:00,36.77,57499,3521
2013-12-06 17:00,36.89,57591,3582
2013-12-06 18:00,35.98,56638,3612
2013-12-06 19:00,34.45,55139,3639
2013-12-06 20:00,33.66,53429,3658
2013-12-06 21:00,33.57,52386,3634
2013-12-06 22:00,33.19,50580,3610
2013-12-06 23:00,32.81,48258,3582
2013-12-07 00:00,33.3,45780,3667
2013-12-07 01:00,33.04,44700,3618
2013-12-07 02:00,32.83,44249,3551
2013-12-07 03:00,32.9,44237,3475
2013-12-07 04:00,33.08,44570,3408
2013-12-07 05:00,33.35,45514,3355
2013-12-07 06:00,33.72,46955,3227
2013-12-07 07:00,33.85,48931,3055
2013-12-07 08:00,34.03,50906,2905
2013-12-07 09:00,34.28,52697,2781
2013-12-07 10:00,34.5,53838,2656
2013-12-07 11:00,34.72,53718,2517
2013-12-07 12:00,34.59,53347,2355
2013-12-07 13:00,34.67,53006,2132
2013-12-07 14:00,35.25,53581,1857
2013-12-07 15:00,36.51,54979,1557
2013-12-07 16:00,39.1,56604,1263
2013-12-07 17:00,41.49,57313,1000
2013-12-07 18:00,40.53,56612,748
2013-12-07 19:00,39.11,54923,515
2013-12-07 20:00,37.6,53149,367
2013-12-07 21:00,37.19,52017,325
2013-12-07 22:00,36.57,50638,370
2013-12-07 23:00,35.44,48772,465
2013-12-08 00:00,35.89,47927,381
2013-12-08 01:00,34.96,46816,491
2013-12-08 02:00,34.34,46243,643
2013-12-08 03:00,34.18,46235,805
2013-12-08 04:00,34.3,46431,1046
2013-12-08 05:00,34.55,46986,1428
2013-12-08 06:00,34.66,47787,1887
2013-12-08 07:00,34.99,49243,2288
2013-12-08 08:00,35.61,50870,2604
2013-12-08 09:00,36.32,52580,2857
2013-12-08 10:00,36.47,53959,3116
2013-12-08 11:00,36.82,54397,3361
2013-12-08 12:00,36.21,54514,3507
2013-12-08 13:00,35.72,54095,3546
2013-12-08 14:00,35.71,54543,3508
2013-12-08 15:00,36.16,55754,3387
2013-12-08 16:00,37,56935,3205
2013-12-08 17:00,37.51,57226,3013
2013-12-08 18:00,37.12,56800,2821
2013-12-08 19:00,36.13,55572,2599
2013-12-08 20:00,35.65,53941,2352
2013-12-08 21:00,35.15,52812,2151
2013-12-08 22:00,34.8,50819,2027
2013-12-08 23:00,34.31,48395,1949
2013-12-09 00:00,33.92,47975,1605
2013-12-09 01:00,33.79,47176,1482
2013-12-09 02:00,33.67,46890,1376
2013-12-09 03:00,33.81,47268,1296
2013-12-09 04:00,34.31,48270,1217
2013-12-09 05:00,35.79,51041,1126
2013-12-09 06:00,37.92,55908,1036
2013-12-09 07:00,41.67,60443,955
2013-12-09 08:00,43.63,61157,870
2013-12-09 09:00,41.92,60726,780
2013-12-09 10:00,40.79,60735,707
2013-12-09 11:00,41.05,60533,648
2013-12-09 12:00,40.57,60345,586
2013-12-09 13:00,44.54,60368,506
2013-12-09 14:00,50.95,60691,431
2013-12-09 15:00,59.99,61490,363
2013-12-09 16:00,60.08,62081,298
2013-12-09 17:00,65.43,62018,257
2013-12-09 18:00,56.85,61007,247
2013-12-09 19:00,48.54,59686,251
2013-12-09 20:00,42.95,57756,253
2013-12-09 21:00,39.2,56092,255
2013-12-09 22:00,37.26,53265,282
2013-12-09 23:00,35.63,50300,329
2013-12-10 00:00,34.9,48274,295
2013-12-10 01:00,33.92,46935,339
2013-12-10 02:00,33.16,46388,382
2013-12-10 03:00,33.17,46243,435
2013-12-10 04:00,34.15,47035,511
2013-12-10 05:00,36.1,49417,603
2013-12-10 06:00,38.72,53642,675
2013-12-10 07:00,43.17,57561,705
2013-12-10 08:00,45.84,58114,720
2013-12-10 09:00,42.96,57609,742
2013-12-10 10:00,41.79,57480,773
2013-12-10 11:00,40.95,57231,815
2013-12-10 12:00,40.01,57043,882
2013-12-10 13:00,40.16,56808,977
2013-12-10 14:00,40.31,56943,1094
2013-12-10 15:00,40.96,57540,1197
2013-12-10 16:00,42.54,58113,1285
2013-12-10 17:00,42.74,57846,1375
2013-12-10 18:00,39.11,56908,1404
2013-12-10 19:00,37.51,55602,1357
2013-12-10 20:00,36.72,53772,1279
2013-12-10 21:00,36,52153,1169
2013-12-10 22:00,35.02,49507,1062
2013-12-10 23:00,34.38,46572,993
2013-12-11 00:00,33.49,44194,987
2013-12-11 01:00,32.09,43118,932
2013-12-11 02:00,32.07,42671,885
2013-12-11 03:00,32.2,42817,864
2013-12-11 04:00,32.56,43823,864
2013-12-11 05:00,34.21,46453,850
2013-12-11 06:00,36.22,50772,833
2013-12-11 07:00,37.87,54934,824
2013-12-11 08:00,38.82,55718,821
2013-12-11 09:00,38.52,55319,823
2013-12-11 10:00,37.64,55252,812
2013-12-11 11:00,37.4,54932,804
2013-12-11 12:00,37.36,54519,786
2013-12-11 13:00,37.5,54305,739
2013-12-11 14:00,37.84,54544,688
2013-12-11 15:00,38.96,55416,656
2013-12-11 16:00,39.78,55850,653
2013-12-11 17:00,39.79,55762,666
2013-12-11 18:00,38.52,54918,671
2013-12-11 19:00,37.34,53737,690
2013-12-11 20:00,36.61,51935,705
2013-12-11 21:00,35.9,50365,710
2013-12-11 22:00,34.99,47759,729
2013-12-11 23:00,33.97,44843,764
2013-12-12 00:00,32.23,41948,1219
2013-12-12 01:00,31.72,40938,1210
2013-12-12 02:00,31.54,40547,1175
2013-12-12 03:00,31.59,40615,1160
2013-12-12 04:00,31.97,41388,1178
2013-12-12 05:00,32.9,44068,1230
2013-12-12 06:00,34.8,48672,1327
2013-12-12 07:00,35.72,52958,1450
2013-12-12 08:00,36.31,53834,1566
2013-12-12 09:00,35.63,53365,1702
2013-12-12 10:00,35.44,53309,1871
2013-12-12 11:00,35.3,52946,2017
2013-12-12 12:00,34.97,52523,2138
2013-12-12 13:00,35.07,52520,2250
2013-12-12 14:00,35.15,53042,2340
2013-12-12 15:00,35.46,53865,2407
2013-12-12 16:00,35.76,54635,2467
2013-12-12 17:00,35.76,54681,2521
2013-12-12 18:00,35.19,53924,2535
2013-12-12 19:00,34.37,52628,2499
2013-12-12 20:00,33.96,50751,2428
2013-12-12 21:00,33.55,49122,2281
2013-12-12 22:00,32.69,46435,2016
2013-12-12 23:00,31.66,43564,1719
2013-12-13 00:00,30.46,41263,1463
2013-12-13 01:00,30.17,40293,1230
2013-12-13 02:00,30.04,40035,1031
2013-12-13 03:00,30.83,40194,785
2013-12-13 04:00,31.5,41289,574
2013-12-13 05:00,32.64,44272,445
2013-12-13 06:00,33.97,49182,354
2013-12-13 07:00,36.21,53698,291
2013-12-13 08:00,36.71,55100,255
2013-12-13 09:00,35.95,55136,248
2013-12-13 10:00,35.66,55222,273
2013-12-13 11:00,35.61,54875,318
2013-12-13 12:00,35.39,54337,378
2013-12-13 13:00,35.64,53892,442
2013-12-13 14:00,35.68,53960,537
2013-12-13 15:00,36.11,54812,666
2013-12-13 16:00,36.61,55640,776
2013-12-13 17:00,37.32,55720,894
2013-12-13 18:00,35.87,54887,984
2013-12-13 19:00,34.86,53279,1008
2013-12-13 20:00,34.29,51257,1007
2013-12-13 21:00,33.91,49745,999
2013-12-13 22:00,33.1,47756,981
2013-12-13 23:00,32.68,45536,981
2013-12-14 00:00,32.17,43813,1069
2013-12-14 01:00,31.55,42659,1048
2013-12-14 02:00,31.41,42033,1046
2013-12-14 03:00,31.43,41994,1032
2013-12-14 04:00,31.52,42230,1008
2013-12-14 05:00,32,43077,1041
2013-12-14 06:00,32.05,44422,1067
2013-12-14 07:00,32.42,46363,1050
2013-12-14 08:00,32.74,48449,1018
2013-12-14 09:00,32.9,50002,955
2013-12-14 10:00,33.35,50886,894
2013-12-14 11:00,33.37,50973,866
2013-12-14 12:00,33.06,50737,848
2013-12-14 13:00,32.9,50456,829
2013-12-14 14:00,32.96,51093,831
2013-12-14 15:00,33.61,52215,873
2013-12-14 16:00,34.08,53373,962
2013-12-14 17:00,34.34,53814,1080
2013-12-14 18:00,34.11,52991,1180
2013-12-14 19:00,33.08,51393,1312
2013-12-14 20:00,32.31,49613,1504
2013-12-14 21:00,31.85,48409,1724
2013-12-14 22:00,31.63,46745,2021
2013-12-14 23:00,30.38,44878,2412
2013-12-15 00:00,29.47,43589,2862
2013-12-15 01:00,28.85,42463,3097
2013-12-15 02:00,28.08,41887,3270
2013-12-15 03:00,27.7,41780,3418
2013-12-15 04:00,27.54,41795,3564
2013-12-15 05:00,28.62,42269,3640
2013-12-15 06:00,29.06,42972,3611
2013-12-15 07:00,29.52,44396,3509
2013-12-15 08:00,29.97,45953,3443
2013-12-15 09:00,30.41,47465,3323
2013-12-15 10:00,30.88,48684,3091
2013-12-15 11:00,31.11,48935,2835
2013-12-15 12:00,31.12,48850,2525
2013-12-15 13:00,31.29,48686,2118
2013-12-15 14:00,31.75,49218,1737
2013-12-15 15:00,32.78,50454,1534
2013-12-15 16:00,33.72,51671,1517
2013-12-15 17:00,34.06,51995,1559
2013-12-15 18:00,33.78,51653,1675
2013-12-15 19:00,33.03,50692,1872
2013-12-15 20:00,32.49,49477,2198
2013-12-15 21:00,32.02,48441,2555
2013-12-15 22:00,31.49,46599,2823
2013-12-15 23:00,30.08,44212,2998
2013-12-16 00:00,28.5,42250,3055
2013-12-16 01:00,27.39,41518,3120
2013-12-16 02:00,26.97,41326,3192
2013-12-16 03:00,27.12,41645,3300
2013-12-16 04:00,28.33,42690,3403
2013-12-16 05:00,30.08,45395,3482
2013-12-16 06:00,31.78,50149,3535
2013-12-16 07:00,33.11,54671,3564
2013-12-16 08:00,33.55,55506,3581
2013-12-16 09:00,33.25,55040,3585
2013-12-16 10:00,32.64,54924,3588
2013-12-16 11:00,32.37,54418,3588
2013-12-16 12:00,32.23,54128,3603
2013-12-16 13:00,32.41,54102,3615
2013-12-16 14:00,32.94,54531,3591
2013-12-16 15:00,33.25,55161,3515
2013-12-16 16:00,33.63,55608,3368
2013-12-16 17:00,33.97,55392,3174
2013-12-16 18:00,33.48,54381,2982
2013-12-16 19:00,32.9,53118,2730
2013-12-16 20:00,32.39,51361,2325
2013-12-16 21:00,31.98,49729,1963
2013-12-16 22:00,31.24,47184,1699
2013-12-16 23:00,30.14,44145,1491
2013-12-17 00:00,28.67,41467,1073
2013-12-17 01:00,27.7,40528,920
2013-12-17 02:00,26.62,40261,815
2013-12-17 03:00,27.51,40419,757
2013-12-17 04:00,29.01,41491,731
2013-12-17 05:00,30.46,44245,737
2013-12-17 06:00,32.61,48937,743
2013-12-17 07:00,33.91,53345,740
2013-12-17 08:00,34.63,54347,766
2013-12-17 09:00,34.12,53936,760
2013-12-17 10:00,34,53853,723
2013-12-17 11:00,33.84,53569,716
2013-12-17 12:00,33.69,53258,699
2013-12-17 13:00,33.95,53145,634
2013-12-17 14:00,34.57,53630,544
2013-12-17 15:00,35.43,54569,472
2013-12-17 16:00,37.37,55274,431
2013-12-17 17:00,37.86,55311,412
2013-12-17 18:00,35.94,54695,367
2013-12-17 19:00,34.65,53705,304
2013-12-17 20:00,33.61,51967,249
2013-12-17 21:00,33,50506,215
2013-12-17 22:00,32.29,48054,202
2013-12-17 23:00,31.71,45190,214
2013-12-18 00:00,30.77,42640,317
2013-12-18 01:00,30.46,41626,348
2013-12-18 02:00,30.06,41339,423
2013-12-18 03:00,30.06,41563,535
2013-12-18 04:00,30.5,42623,681
2013-12-18 05:00,31.45,45521,874
2013-12-18 06:00,33.56,50306,1063
2013-12-18 07:00,35.83,54777,1260
2013-12-18 08:00,37.03,56223,1510
2013-12-18 09:00,35.52,55850,1683
2013-12-18 10:00,35.31,55808,1735
2013-12-18 11:00,34.76,55543,1722
2013-12-18 12:00,34.38,55048,1627
2013-12-18 13:00,34.79,54922,1514
2013-12-18 14:00,35.19,55326,1455
2013-12-18 15:00,36.27,56365,1442
2013-12-18 16:00,37.35,57038,1470
2013-12-18 17:00,36.59,57069,1529
2013-12-18 18:00,35.01,56163,1558
2013-12-18 19:00,33.62,54963,1568
2013-12-18 20:00,32.79,52996,1576
2013-12-18 21:00,32.18,51339,1620
2013-12-18 22:00,30.93,48632,1696
2013-12-18 23:00,29.78,45542,1830
2013-12-19 00:00,28.79,43595,1992
2013-12-19 01:00,27.65,42628,2174
2013-12-19 02:00,26.69,42257,2367
2013-12-19 03:00,26.76,42409,2598
2013-12-19 04:00,28.1,43284,2854
2013-12-19 05:00,29.62,46119,3051
2013-12-19 06:00,30.84,50654,3191
2013-12-19 07:00,32.13,54859,3277
2013-12-19 08:00,32.36,55852,3331
2013-12-19 09:00,31.98,55547,3276
2013-12-19 10:00,32.06,55511,3053
2013-12-19 11:00,32.62,55388,2818
2013-12-19 12:00,32.61,54994,2590
2013-12-19 13:00,32.78,55025,2309
2013-12-19 14:00,33.01,55463,2042
2013-12-19 15:00,33.31,56212,1860
2013-12-19 16:00,33.62,56714,1725
2013-12-19 17:00,33.92,56649,1607
2013-12-19 18:00,33.28,55927,1506
2013-12-19 19:00,32.65,54655,1454
2013-12-19 20:00,32.02,52697,1454
2013-12-19 21:00,31.4,51056,1472
2013-12-19 22:00,30.83,48501,1492
2013-12-19 23:00,30.1,45591,1554
2013-12-20 00:00,29.48,43070,1544
2013-12-20 01:00,29.15,42181,1567
2013-12-20 02:00,28.71,41808,1612
2013-12-20 03:00,28.08,42172,1704
2013-12-20 04:00,29.31,43186,1885
2013-12-20 05:00,30.43,45981,2106
2013-12-20 06:00,32.26,50724,2280
2013-12-20 07:00,33.23,55152,2351
2013-12-20 08:00,33.65,56515,2371
2013-12-20 09:00,33.23,56363,2396
2013-12-20 10:00,33.01,56216,2448
2013-12-20 11:00,32.65,55882,2540
2013-12-20 12:00,32.27,55128,2633
2013-12-20 13:00,32.17,54457,2671
2013-12-20 14:00,32.02,54603,2688
2013-12-20 15:00,31.97,55311,2712
2013-12-20 16:00,32.7,55843,2788
2013-12-20 17:00,32.61,55784,2904
2013-12-20 18:00,32,54665,2990
2013-12-20 19:00,31.17,53116,3040
2013-12-20 20:00,30.76,50925,3080
2013-12-20 21:00,30.59,49360,3084
2013-12-20 22:00,30.35,47385,3081
2013-12-20 23:00,29.47,45283,3141
2013-12-21 00:00,29.08,43297,3197
2013-12-21 01:00,28.32,42142,3404
2013-12-21 02:00,27.69,41553,3599
2013-12-21 03:00,27.09,41414,3777
2013-12-21 04:00,26.98,41660,3926
2013-12-21 05:00,27.51,42449,4023
2013-12-21 06:00,28.04,43553,4081
2013-12-21 07:00,29.15,45448,4098
2013-12-21 08:00,29.48,47310,4078
2013-12-21 09:00,29.82,48744,4042
2013-12-21 10:00,29.76,49584,3988
2013-12-21 11:00,29.8,49533,3924
2013-12-21 12:00,29.64,49399,3855
2013-12-21 13:00,29.44,49235,3777
2013-12-21 14:00,29.55,49573,3703
2013-12-21 15:00,30.06,50648,3651
2013-12-21 16:00,30.56,51891,3623
2013-12-21 17:00,30.73,52169,3631
2013-12-21 18:00,30.87,51336,3655
2013-12-21 19:00,30.2,49712,3693
2013-12-21 20:00,29.23,47804,3731
2013-12-21 21:00,28.28,46616,3750
2013-12-21 22:00,27.47,45084,3750
2013-12-21 23:00,26.62,43138,3756
2013-12-22 00:00,27.1,40325,3817
2013-12-22 01:00,23.97,39421,3935
2013-12-22 02:00,22.89,38955,4070
2013-12-22 03:00,22.43,38936,4161
2013-12-22 04:00,23.54,39174,4147
2013-12-22 05:00,24.86,40092,4108
2013-12-22 06:00,25.55,41031,4036
2013-12-22 07:00,26.88,42629,3931
2013-12-22 08:00,28.03,44052,3827
2013-12-22 09:00,28.41,45602,3739
2013-12-22 10:00,28.93,46695,3682
2013-12-22 11:00,29.18,47048,3640
2013-12-22 12:00,29.31,46984,3615
2013-12-22 13:00,29.24,46847,3607
2013-12-22 14:00,29.48,47353,3661
2013-12-22 15:00,29.73,48843,3724
2013-12-22 16:00,29.95,50103,3720
2013-12-22 17:00,30.18,50519,3659
2013-12-22 18:00,30.15,50215,3550
2013-12-22 19:00,29.51,49218,3441
2013-12-22 20:00,29.02,47975,3364
2013-12-22 21:00,28.91,46930,3312
2013-12-22 22:00,28.75,45137,3264
2013-12-22 23:00,28.29,42869,3227
2013-12-23 00:00,25.1,40796,3419
2013-12-23 01:00,23.16,39821,3430
2013-12-23 02:00,23.24,39579,3467
2013-12-23 03:00,23.39,39921,3507
2013-12-23 04:00,25.55,41124,3512
2013-12-23 05:00,28.26,43744,3507
2013-12-23 06:00,29.31,48194,3479
2013-12-23 07:00,30.86,52455,3401
2013-12-23 08:00,31.73,53592,3292
2013-12-23 09:00,31.58,53453,3191
2013-12-23 10:00,31.43,53609,3135
2013-12-23 11:00,31.5,53529,3111
2013-12-23 12:00,31.38,53332,3059
2013-12-23 13:00,31.38,53305,2965
2013-12-23 14:00,31.5,53716,2839
2013-12-23 15:00,31.95,54633,2753
2013-12-23 16:00,32.35,55313,2821
2013-12-23 17:00,32.21,55315,3039
2013-12-23 18:00,31.61,54641,3344
2013-12-23 19:00,31.21,53665,3615
2013-12-23 20:00,30.12,52009,3825
2013-12-23 21:00,29.62,50639,3970
2013-12-23 22:00,29.2,48277,4061
2013-12-23 23:00,28.19,44929,4076
2013-12-24 00:00,28.04,40556,4036
2013-12-24 01:00,25.59,39155,4065
2013-12-24 02:00,24.81,38436,4078
2013-12-24 03:00,23.33,38248,4080
2013-12-24 04:00,24.16,38284,4063
2013-12-24 05:00,25.29,39082,4005
2013-12-24 06:00,27.27,40061,3919
2013-12-24 07:00,28.15,42401,3879
2013-12-24 08:00,28.42,44591,3864
2013-12-24 09:00,29.21,46218,3985
2013-12-24 10:00,29.4,47128,4132
2013-12-24 11:00,29.23,47292,4202
2013-12-24 12:00,28.94,46871,4192
2013-12-24 13:00,28.59,46366,4153
2013-12-24 14:00,28.65,46248,4107
2013-12-24 15:00,29.07,46960,4040
2013-12-24 16:00,29.23,47379,3943
2013-12-24 17:00,28.61,46196,3838
2013-12-24 18:00,27.4,44265,3749
2013-12-24 19:00,26.94,42767,3632
2013-12-24 20:00,26.16,41813,3491
2013-12-24 21:00,26.86,41677,3328
2013-12-24 22:00,27,40982,3177
2013-12-24 23:00,26,40263,3052
2013-12-25 00:00,25.87,38233,2914
2013-12-25 01:00,25.07,37334,2739
2013-12-25 02:00,24.64,36918,2568
2013-12-25 03:00,24.09,36767,2371
2013-12-25 04:00,24.9,36876,2198
2013-12-25 05:00,25.1,37256,2085
2013-12-25 06:00,26.34,37873,1958
2013-12-25 07:00,26.9,38859,1850
2013-12-25 08:00,26.84,39954,1759
2013-12-25 09:00,27.36,41209,1735
2013-12-25 10:00,29.21,42152,1762
2013-12-25 11:00,29.96,42945,1778
2013-12-25 12:00,30,43047,1741
2013-12-25 13:00,29.52,42846,1630
2013-12-25 14:00,29.49,43058,1460
2013-12-25 15:00,29.93,43871,1349
2013-12-25 16:00,30.68,44689,1345
2013-12-25 17:00,31.2,44930,1377
2013-12-25 18:00,30.94,44450,1393
2013-12-25 19:00,30.7,43800,1418
2013-12-25 20:00,30.39,42872,1489
2013-12-25 21:00,30.25,42414,1528
2013-12-25 22:00,29.89,41092,1529
2013-12-25 23:00,29.29,39518,1498
2013-12-26 00:00,28.7,37495,1296
2013-12-26 01:00,25.8,36617,1147
2013-12-26 02:00,25.12,36068,1022
2013-12-26 03:00,24.55,36010,939
2013-12-26 04:00,24.94,36350,847
2013-12-26 05:00,25.55,37285,715
2013-12-26 06:00,27.07,38991,565
2013-12-26 07:00,28.04,41563,440
2013-12-26 08:00,29.33,42959,366
2013-12-26 09:00,30.45,43806,316
2013-12-26 10:00,30.84,44333,285
2013-12-26 11:00,31.09,44788,291
2013-12-26 12:00,31.18,44795,299
2013-12-26 13:00,31.1,44488,285
2013-12-26 14:00,31.21,44683,295
2013-12-26 15:00,31.42,45637,300
2013-12-26 16:00,31.96,46637,288
2013-12-26 17:00,32.01,46623,286
2013-12-26 18:00,31.75,46326,273
2013-12-26 19:00,31.49,45411,266
2013-12-26 20:00,31.32,44381,299
2013-12-26 21:00,31.13,43772,348
2013-12-26 22:00,30.78,42314,392
2013-12-26 23:00,30.3,40715,458
2013-12-27 00:00,29.5,38793,677
2013-12-27 01:00,28.31,37923,773
2013-12-27 02:00,27.44,37660,928
2013-12-27 03:00,27.35,37744,1145
2013-12-27 04:00,27.93,38303,1393
2013-12-27 05:00,28.75,40066,1709
2013-12-27 06:00,29.48,43509,2100
2013-12-27 07:00,30.01,46924,2536
2013-12-27 08:00,30.87,48410,2904
2013-12-27 09:00,30.58,48792,3256
2013-12-27 10:00,30.26,49219,3558
2013-12-27 11:00,30.36,49092,3784
2013-12-27 12:00,30.19,49025,3988
2013-12-27 13:00,30.09,48903,4132
2013-12-27 14:00,30.1,49251,4167
2013-12-27 15:00,30.17,50252,4135
2013-12-27 16:00,30.9,51238,4116
2013-12-27 17:00,31.48,51383,4117
2013-12-27 18:00,31.07,50879,4103
2013-12-27 19:00,30.52,49622,4096
2013-12-27 20:00,29.35,47860,4086
2013-12-27 21:00,28.87,46652,4074
2013-12-27 22:00,28.11,44906,4040
2013-12-27 23:00,27.02,42956,3981
2013-12-28 00:00,25.86,41372,3795
2013-12-28 01:00,23.79,40347,3681
2013-12-28 02:00,23.01,39882,3569
2013-12-28 03:00,21.63,39759,3469
2013-12-28 04:00,23.25,39990,3331
